"seqname","seqdate","tissue","Name","Formula","ion.mode.seq","m.z","RT.seq","RT.library","RT.diff","mzCloud.Best.Match","mzCloud.Best.Match.Confidence","Annot..DeltaMass..ppm.","Calc..MW","CJ","Detected.in","confirmation","HMDB.ID"
"ldlr_serum_apr2022","2023-04","Serum","5-Aminopentanoic acid","C5H11NO2","Posi",118.08532,14.946,14.64,0.305999999999999,98.3,9.9,-7.98,117.07804,"CJ0088","Both","Sigma","HMDB0003355"
"ldlr_serum_apr2022","2023-04","Serum","5-Hydroxyindole","C8H7NO","Posi",134.05949,1.969,1.95,0.0190000000000001,88.2,54.9,-4.11,133.05222,"CJ1006","Posi","DDA","HMDB0059805"
"ldlr_serum_apr2022","2023-04","Serum","5-Hydroxyindole-3-acetic acid","C10H9NO3","Nega",190.05139,3.846,NA,NA,84.2,9.2,2.22,191.05867,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-Hydroxyindoleacetic acid","C10H9NO3","Nega",190.05102,4.459,5.39,-0.931,84.2,9.2,0.26,191.05829,"CJ0090","Nega","Sigma","HMDB0000763"
"ldlr_serum_apr2022","2023-04","Serum","5-Methoxyindole","C9H9NO","Posi",148.07484,5.385,NA,NA,76.5,67.9,-5.8,147.06756,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-Methyl-1-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,3-triazole","C9H13N5","Posi",192.12405,6.208,NA,NA,71.2,68.8,-1.66,191.11678,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-Methylcytidine","C10H15N3O5","Posi",258.1089,14.961,NA,NA,72.3,8.6,1.82,257.10164,"CJ1324",NA,NA,"HMDB0000982"
"ldlr_serum_apr2022","2023-04","Serum","5-Methylcytosine","C5H7N3O","Posi",126.06594,8.503,7.87,0.633,75.2,27.5,-1.96,125.05867,"CJ0093","Both","Sigma","HMDB0002894"
"ldlr_serum_apr2022","2023-04","Serum","5-[4-(4-methoxyphenoxy)phenyl]-1H-pyrazole","C16H14N2O2","Nega",265.09563,2.102,NA,NA,69.6,8.5,-9.86,266.1029,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10H8N4","Nega",183.06786,1.146,NA,NA,54.7,59.4,1.32,184.07514,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-benzyl-4-ethyl-2,4-dihydro-3H-1,2,4-triazole-3-thione","C11H13N3S","Posi",220.08732,2.885,NA,NA,52,41.3,-13.59,219.08004,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-hydroxy-2-phenyl-4H-chromen-4-one","C15H10O3","Posi",239.06525,4.098,NA,NA,69.9,48,-21.1,238.05797,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-methyl-1-(1,3,5-trimethyl-1h-pyrazol-4-yl)-1h-1,2,3-triazole","C9H13N5","Posi",192.12413,4.954,3.55,1.404,71.2,68.8,-1.35,191.11684,"CJ1007","Posi","DDA",NA
"ldlr_serum_apr2022","2023-04","Serum","6-(2-{8,8-dimethyl-2-oxo-2h,8h-pyrano[2,3-f]chromen-3-yl}-5-methoxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid isomer","C27H26O11","Posi",527.15621,15.405,NA,NA,86.6,53.9,2.7,526.14893,"CJ1332",NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-(4-nitrophenyl)-2,3-dihydroimidazo[2,1-b][1,3]thiazole","C11H9N3O2S","Posi",248.04984,13.424,NA,NA,57.6,42.2,3.98,247.04253,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-Amino-1,3-dimethyluracil","C6H9N3O2","Posi",156.0765,6.789,NA,NA,54.6,7.7,-1.74,155.06921,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-Aminocaproic acid","C6H13NO2","Posi",132.10153,17.081,NA,NA,57.9,7.9,-2.94,131.09424,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-Aminonicotinamide","C6H7N3O","Posi",138.06604,5.906,NA,NA,50.9,7.5,-1.15,137.05875,"CJ1335",NA,NA,"HMDB0247034"
"ldlr_serum_apr2022","2023-04","Serum","6-Aminonicotinic acid","C6H6N2O2","Posi",139.05164,7.83,NA,NA,53.6,7.7,10.44,138.04437,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-Dimethylaminopurine","C7H9N5","Posi",164.093,7.956,7.372,0.584000000000001,66.6,66.9,-0.5,163.08571,"CJ1011",NA,"DDA","HMDB0000473"
"ldlr_serum_apr2022","2023-04","Serum","6-Hydroxy-2-naphthoic acid","C11H8O3","Nega",187.04133,7.601,NA,NA,51.7,7.6,6.73,188.04861,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-Methylnicotinamide","C7H8N2O","Posi",137.07033,1.163,NA,NA,63.9,38.5,-4.47,136.06305,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-[(2E,6E)-7-(5-hydroxy-3-methyl-2-oxocyclopent-3-en-1-yl)-6-methylhepta-2,6-dien-2-yl]-3-methyl-5,6-dihydro-2H-pyran-2-one","C20H26O4","Posi",331.18485,2.702,NA,NA,65.1,23.9,-16.7,330.1776,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","6-chloro-3-[(dimethylamino)methylidene]chroman-4-one","C12H12ClNO2","Posi",238.06143,2.874,NA,NA,59.7,37.7,-6.32,237.05416,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","7-Aminomethyl-7-carbaguanine","C7H9N5O","Posi",180.08718,5.655,5.24,0.415,53.6,7.7,-4.48,179.07991,"CJ1019","Posi","DDA","HMDB0011690"
"ldlr_serum_apr2022","2023-04","Serum","7-Dehydrocholesterol","C27H44O","Posi",385.34426,2.859,2.24,0.619,83.7,9.2,-5.87,384.33696,"CJ0099","Posi","Sigma","HMDB0000032"
"ldlr_serum_apr2022","2023-04","Serum","7-Epi-12-hydroxyjasmonic acid","C12H18O4","Posi",227.12706,3.838,2.65,1.188,56.2,7.8,-3.68,226.11968,"CJ1170","Posi","DDA","HMDB0303749"
"ldlr_serum_apr2022","2023-04","Serum","7-Methylguanine","C6H7N5O","Nega",164.05791,8.367,7.7275,0.639500000000001,83,71.7,0.75,165.06518,"CJ1020","Both","DDA","HMDB0000897"
"ldlr_serum_apr2022","2023-04","Serum","7-Methylguanine","C6H7N5O","Posi",166.07132,8.326,7.7275,0.5985,84.3,79.2,-6.18,165.06404,"CJ1020","Both","DDA","HMDB0000897"
"ldlr_serum_apr2022","2023-04","Serum","8-(4-Sulfophenyl) octanoic acid","C14H20O5S","Nega",299.09636,2.896,NA,NA,51.1,7.6,1.64,300.10364,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","8-Acetylegelolide","C16H20O6","Posi",309.13213,2.495,NA,NA,75.1,27.5,-3.75,308.12483,"CJ1351",NA,NA,"HMDB0037772"
"ldlr_serum_apr2022","2023-04","Serum","8-Hydroxyquinoline","C9H7NO","Posi",146.05916,5.507,NA,NA,84.4,58.9,-6.09,145.05188,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","9-[(2-hydroxyethoxy)methyl]-1,9-dihydro-6H-purin-6-one","C8H10N4O3","Nega",209.06837,5.341,NA,NA,56.9,44.1,1.72,210.07565,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","ADB-PINACA","C19H28N4O2","Posi",345.22462,2.551,NA,NA,68.2,8.4,-8.58,344.21827,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Abscisic acid","C15H20O4","Posi",265.14246,2.442,NA,NA,53.7,22.8,-3.93,264.13512,"CJ1353",NA,NA,"HMDB0036093"
"ldlr_serum_apr2022","2023-04","Serum","Acamprosate","C5H11NO4S","Nega",180.03366,3.617,3.64,-0.0230000000000001,89.5,9.5,0.34,181.04094,"CJ1022","Nega","DDA","HMDB0014797"
"ldlr_serum_apr2022","2023-04","Serum","Acetaminophen glucuronide","C14H17NO8","Nega",326.09232,10.154,NA,NA,66.7,63.5,12.78,327.0996,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Acetohydroxamic acid","C2H5NO2","Nega",74.02485,2.991,NA,NA,85.4,9.3,1.29,75.03212,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Acetohydroxamic acid","C2H5NO2","Posi",76.03916,6.511,NA,NA,76.9,8.8,-2.13,75.03187,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Acetophenone","C8H8O","Posi",121.06459,10.257,NA,NA,80.7,53.9,-1.66,120.05732,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Acetyl-β-methylcholine","C8H17NO2","Posi",160.13272,10.395,NA,NA,57.4,23.2,-3.08,159.12544,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Acetylcarnosine","C11H16N4O4","Nega",267.10997,12.144,11.7725,0.371499999999999,84.8,71.1,0.34,268.11725,"CJ1024","Both","DDA","HMDB0012881"
"ldlr_serum_apr2022","2023-04","Serum","Acrylic acid","C3H4O2","Nega",71.01388,7.849,5.69,2.159,96.7,9.8,0.41,72.02116,"CJ0038","Nega","Sigma","HMDB0031647"
"ldlr_serum_apr2022","2023-04","Serum","Adenine","C5H5N5","Posi",136.06123,15.038,6.71,8.328,61,42.7,-3.97,135.05396,"CJ0104","Both","Sigma","HMDB0000034"
"ldlr_serum_apr2022","2023-04","Serum","Adenosine 2',3'-cyclic phosphate","C10H12N5O6P","Nega",328.04529,9.396,8.54,0.856000000000002,79.6,9,0.14,329.05256,"CJ0106","Both","Sigma","HMDB0011616"
"ldlr_serum_apr2022","2023-04","Serum","Adipostatin A","C21H36O2","Posi",321.27739,2.339,3.2,-0.861,56,7.8,-8.04,320.26896,NA,"nega","STD","HMDB0031009"
"ldlr_serum_apr2022","2023-04","Serum","Allose","C6H12O6","Nega",179.05677,13.324,11.96,1.364,78.5,48.1,3.68,180.06405,"CJ0117","Nega","Sigma","HMDB0001151"
"ldlr_serum_apr2022","2023-04","Serum","Alpha-Lactose","C12H22O11","Nega",341.10898,14.954,14.85,0.104000000000001,63.7,45,0.14,342.11626,"CJ0353","Both","Sigma","HMDB0000186"
"ldlr_serum_apr2022","2023-04","Serum","Alpha-Lactose","C12H22O11","Posi",343.12176,15.847,14.85,0.997,97.9,9.9,-4.8,342.11457,"CJ0353","Both","Sigma","HMDB0000186"
"ldlr_serum_apr2022","2023-04","Serum","Aminoadipic acid","C6H11NO4","Nega",160.06168,14.542,14.29,0.252000000000001,95.1,62,0.94,161.06896,"CJ0121","Both","Sigma","HMDB0000510"
"ldlr_serum_apr2022","2023-04","Serum","Aminoadipic acid","C6H11NO4","Posi",162.0756,14.554,14.29,0.264000000000001,91,82.8,-3.24,161.06829,"CJ0121","Both","Sigma","HMDB0000510"
"ldlr_serum_apr2022","2023-04","Serum","Arabinonic acid","C5H10O6","Nega",165.04047,12.122,11.84,0.282,54.4,43.8,0.02,166.04774,"CJ1031","Nega","DDA","HMDB0000539"
"ldlr_serum_apr2022","2023-04","Serum","Arachidic acid","C20H40O2","Nega",311.29542,2.126,2.04,0.0859999999999999,51.8,25.4,-0.44,312.30269,"CJ0128","Nega","Sigma","HMDB0002212"
"ldlr_serum_apr2022","2023-04","Serum","Argininosuccinic acid","C10H18N4O6","Posi",291.1288,15.224,14.92,0.304,83.2,9.2,-3.85,290.12152,"CJ1033","Nega","DDA","HMDB0000052"
"ldlr_serum_apr2022","2023-04","Serum","Aspartame","C14H18N2O5","Posi",295.12774,4.134,NA,NA,90.7,82.6,-4.35,294.12029,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Aspartylglycosamine","C12H21N3O8","Posi",336.13862,15.458,NA,NA,62.9,23.7,-4.51,335.13135,"CJ1391",NA,NA,"HMDB0000489"
"ldlr_serum_apr2022","2023-04","Serum","Asperulosidic acid","C18H24O12","Nega",431.11185,6.422,NA,NA,59.7,8,-17.69,432.11913,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Asymmetric dimethylarginine","C8H18N4O2","Posi",203.14878,18.87,18.35,0.52,68.1,39.3,-7.28,202.1415,"CJ0405","Both","Sigma","HMDB0001539"
"ldlr_serum_apr2022","2023-04","Serum","Azelaic acid","C9H16O4","Nega",187.09744,12.081,12.01,0.0709999999999997,88.6,72.8,-0.76,188.10472,"CJ0133","Both","Sigma","HMDB0000784"
"ldlr_serum_apr2022","2023-04","Serum","Baicalin","C21H18O11","Posi",447.08971,3.999,3.982,0.0169999999999999,81.2,54.6,-5.54,446.08244,"CJ1037",NA,"DDA","HMDB0041832"
"ldlr_serum_apr2022","2023-04","Serum","Benzoic acid","C7H6O2","Nega",121.02976,4.474,2.59,1.884,90.2,40.3,2.07,122.03703,"CJ0135","Nega","Sigma","HMDB0001870"
"ldlr_serum_apr2022","2023-04","Serum","Benzothiazole","C7H5NS","Posi",136.02099,1.106,NA,NA,88.5,9.4,-4.09,135.01372,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Benzotriazole","C6H5N3","Posi",120.05543,2.894,NA,NA,98.4,84.2,-1.65,119.04815,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Benzyl butyl phthalate","C19H20O4","Posi",313.14173,1.066,2.24,-1.174,78.5,8.9,-5.48,312.13445,"CJ1038","Posi","DDA","HMDB0249068"
"ldlr_serum_apr2022","2023-04","Serum","Betaine","C5H11NO2","Posi",118.08554,3.793,10.94,-7.147,93.6,9.7,-6.14,117.07826,"CJ0141","Both","Sigma","HMDB0000043"
"ldlr_serum_apr2022","2023-04","Serum","Bicine","C6H13NO4","Posi",164.09293,5.625,NA,NA,70.1,68,7.06,163.08561,"CJ1407",NA,NA,"HMDB0011727"
"ldlr_serum_apr2022","2023-04","Serum","Bicyclo prostaglandin E2","C20H30O4","Posi",335.21819,2.336,NA,NA,71.5,8.6,-10.22,334.21099,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Bilirubin","C33H36N4O6","Posi",585.26508,2.316,NA,NA,50.2,7.5,-9.72,584.25781,"CJ0143","not detected in both","Sigma","HMDB0000054"
"ldlr_serum_apr2022","2023-04","Serum","Bis(2-ethylhexyl) phthalate","C24H38O4","Posi",391.28165,2.797,2.04,0.757,69.9,24.4,-6.74,390.27438,"CJ0146","Nega","Sigma","HMDB0249243"
"ldlr_serum_apr2022","2023-04","Serum","Bis(3,5,5-trimethylhexyl) phthalate","C26H42O4","Posi",419.31184,13.012,NA,NA,81.1,31.1,-8.95,418.30457,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Bis(4-ethylbenzylidene)sorbitol","C24H30O6","Posi",415.20817,6.882,NA,NA,58.3,7.9,-8.07,414.2009,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Bisoprolol","C18H31NO4","Posi",326.23028,3.517,NA,NA,75.7,8.8,-4.49,325.22385,"CJ1410",NA,NA,"HMDB0014750"
"ldlr_serum_apr2022","2023-04","Serum","Bitertanol","C20H23N3O2","Posi",338.194,2.754,NA,NA,70.8,8.5,25.61,337.18766,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Butyric acid","C4H8O2","Nega",87.04507,10.566,11.65,-1.084,93.9,9.7,-0.92,88.05235,"CJ0147","Nega","Sigma","HMDB0000039"
"ldlr_serum_apr2022","2023-04","Serum","Capric acid","C10H20O2","Nega",171.13913,2.419,2.31,0.109,74,8.7,0.45,172.14641,"CJ0200","Nega","Sigma","HMDB0000511"
"ldlr_serum_apr2022","2023-04","Serum","Caprylic acid","C8H16O2","Nega",143.10778,2.623,2.46,0.163,80.6,9,0.17,144.11505,"CJ0156","Nega","Sigma","HMDB0000482"
"ldlr_serum_apr2022","2023-04","Serum","Carnosine","C9H14N4O3","Nega",225.09956,15.736,15.01,0.726000000000001,77.4,67,1.1,226.10684,"CJ0160","Both","Sigma","HMDB0000033"
"ldlr_serum_apr2022","2023-04","Serum","Carnosine","C9H14N4O3","Posi",227.1133,15.485,15.01,0.475,94.8,84,-2.66,226.10599,"CJ0160","Both","Sigma","HMDB0000033"
"ldlr_serum_apr2022","2023-04","Serum","Cetrimonium","C19H41N","Posi",284.32911,5.758,NA,NA,94.5,9.7,-7.31,283.32183,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Chenodeoxycholic acid","C24H40O4","Nega",391.28501,4.546,3.82,0.726,71.4,28,-0.96,392.29228,"CJ0163","Both","Sigma","HMDB0000518"
"ldlr_serum_apr2022","2023-04","Serum","Chenodeoxycholic acid glycine conjugate","C26H43NO5","Nega",448.30709,3.858,2.9,0.958,92,9.6,0.54,449.31437,"CJ0295","Both","Sigma","HMDB0000637"
"ldlr_serum_apr2022","2023-04","Serum","Chlormequat","C5H12ClN","Posi",122.07111,12.081,NA,NA,54.9,7.7,-16.48,121.06383,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Cholic acid","C24H40O5","Nega",407.27976,3.112,3.91,-0.798,95.4,9.8,-1.33,408.28703,"CJ0164","Both","Sigma","HMDB0000619"
"ldlr_serum_apr2022","2023-04","Serum","Choline","C5H13NO","Posi",104.10633,16.083,NA,NA,92.4,9.6,-6.39,103.09906,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Cinnamoylglycine","C11H11NO3","Nega",204.06654,2.921,3.183,-0.262,79.5,67,-0.39,205.07381,"CJ1044",NA,"DDA","HMDB0011621"
"ldlr_serum_apr2022","2023-04","Serum","Cinnamoylglycine","C11H11NO3","Posi",206.08101,3.084,3.183,-0.0989999999999998,68.2,39.3,-3.88,205.0731,"CJ1044",NA,"DDA","HMDB0011621"
"ldlr_serum_apr2022","2023-04","Serum","Citric acid","C6H8O7","Nega",191.01992,16.794,14.24,2.554,87.7,72.4,1,192.02719,"CJ0171","Both","Sigma","HMDB0000094"
"ldlr_serum_apr2022","2023-04","Serum","Citrulline","C6H13N3O3","Posi",176.10212,14.649,14.58,0.0689999999999991,71.7,8.6,-6.34,175.09458,"CJ0172","Both","Sigma","HMDB0000904"
"ldlr_serum_apr2022","2023-04","Serum","Clomazone","C12H14ClNO2","Posi",240.07769,3.348,NA,NA,54.1,22.8,-3.72,239.07042,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Clonazolam","C17H12ClN5O2","Posi",354.0797,13.68,NA,NA,56.3,7.8,13.37,353.07267,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Coumarin","C9H6O2","Posi",147.04369,4.341,NA,NA,78.4,50.9,-2.55,146.03641,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Creatine","C4H9N3O2","Nega",130.06238,14.225,13.94,0.285,53.6,7.7,1.38,131.06966,"CJ0180","Both","Sigma","HMDB0000064"
"ldlr_serum_apr2022","2023-04","Serum","Creatine","C4H9N3O2","Posi",132.07611,14.223,13.94,0.283000000000001,96.6,78.1,-4.8,131.06885,"CJ0180","Both","Sigma","HMDB0000064"
"ldlr_serum_apr2022","2023-04","Serum","Creatinine","C4H7N3O","Posi",114.06602,9.191,7.6,1.591,87.6,9.4,-1.46,113.05875,"CJ0181","Both","Sigma","HMDB0000562"
"ldlr_serum_apr2022","2023-04","Serum","Crotonic acid","C4H6O2","Nega",85.02943,5.802,NA,NA,60.2,8,-0.83,86.03671,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Crotonic acid","C4H6O2","Posi",87.04358,10.421,NA,NA,67.8,8.4,-5.56,86.0363,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Cyclo(L-His-L-Pro)","C11H14N4O2","Posi",235.11739,5.695,5.33,0.365,52.6,7.6,-6.69,234.11011,"CJ1017","Posi","DDA","HMDB0250630"
"ldlr_serum_apr2022","2023-04","Serum","Cyclodopa glucoside","C15H19NO9","Nega",356.09837,8.49,NA,NA,66.6,26.8,-0.94,357.10565,"CJ1445",NA,NA,"HMDB0029833"
"ldlr_serum_apr2022","2023-04","Serum","Cyclohexylamine","C6H13N","Posi",100.11172,1.034,NA,NA,83.5,9.2,-3.59,99.10444,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Cycluron","C11H22N2O","Posi",199.18011,1.243,NA,NA,61.1,42.8,-1.93,198.17283,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Cysteine-S-sulfate","C3H7NO5S2","Posi",201.98279,9.971,9.523,0.448,73.4,8.7,-5.21,200.97552,"CJ1050",NA,"DDA","HMDB0000731"
"ldlr_serum_apr2022","2023-04","Serum","Cytidine","C9H13N3O5","Nega",242.07861,10.008,9.7,0.308,65.7,45.2,1.5,243.08589,"CJ0192","Both","Sigma","HMDB0000089"
"ldlr_serum_apr2022","2023-04","Serum","Cytosine","C4H5N3O","Nega",110.03627,8.738,8.47,0.267999999999999,58.4,7.9,2.53,111.04354,"CJ0198","Both","Sigma","HMDB0000630"
"ldlr_serum_apr2022","2023-04","Serum","Cytosine","C4H5N3O","Posi",112.05005,7.942,8.47,-0.528,91.8,62.3,-3.76,111.04284,"CJ0198","Both","Sigma","HMDB0000630"
"ldlr_serum_apr2022","2023-04","Serum","D & C Yellow 11","C18H11NO2","Posi",274.08592,7.881,NA,NA,55.6,36.9,-1.22,273.07865,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","D-(+)-Galactosamine","C6H13NO5","Posi",180.08726,12.465,13.78,-1.315,55.1,45.4,3.34,179.07997,"CJ0263","Both","Sigma","HMDB0341150"
"ldlr_serum_apr2022","2023-04","Serum","D-(+)-Proline","C5H9NO2","Posi",116.07023,20.036,NA,NA,89.5,9.5,-3.29,115.06295,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","D-Alanine methyl ester","C4H9NO2","Posi",145.09685,2.729,NA,NA,53,7.7,-2.79,103.06304,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","D-Alanyl-D-alanine","C6H12N2O3","Posi",161.09147,15.104,11.92,3.184,60.9,65.3,-3.7,160.0842,"CJ1026","Nega","DDA","HMDB0003459"
"ldlr_serum_apr2022","2023-04","Serum","D-Glucuronic acid","C6H10O7","Nega",193.0354,14.182,13.9,0.282,87.3,72.2,0.11,194.04267,"CJ0280","Both","Sigma","HMDB0000127"
"ldlr_serum_apr2022","2023-04","Serum","D-Glucurono-6,3-lactone","C6H8O6","Nega",175.02482,5.559,4.16,1.399,54.8,59.4,0.05,176.0321,"CJ0220","Nega","Sigma","HMDB0006355"
"ldlr_serum_apr2022","2023-04","Serum","D-Malic acid","C4H6O5","Nega",133.01409,14.586,14.42,0.166,84.5,36.3,-1.16,134.02137,"CJ0369","Both","Sigma","HMDB0031518"
"ldlr_serum_apr2022","2023-04","Serum","D-Tryptophan","C11H12N2O2","Nega",203.08284,10.147,9.4,0.747,75.1,30.3,1.17,204.09012,"CJ0577","Both","Sigma","HMDB0000929"
"ldlr_serum_apr2022","2023-04","Serum","D-Tryptophan","C11H12N2O2","Posi",205.09603,9.649,9.4,0.248999999999999,78.3,50.8,-5.53,204.08875,"CJ0577","Both","Sigma","HMDB0000929"
"ldlr_serum_apr2022","2023-04","Serum","DL-2-Aminooctanoic acid","C8H17NO2","Posi",160.13241,9.559,8.32,1.239,85.4,53.3,-5.02,159.12513,"CJ1062","Nega","DDA","HMDB0000991"
"ldlr_serum_apr2022","2023-04","Serum","DL-4-Hydroxyphenyllactic acid","C9H10O4","Nega",181.05098,5.908,NA,NA,53.9,44,1.9,182.05825,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","DL-Arginine","C6H14N4O2","Posi",175.11831,21.316,NA,NA,96.3,86.7,-3.7,174.11103,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","DL-Carnitine","C7H15NO3","Posi",162.11135,16.316,NA,NA,83.5,32.6,-7.25,161.10403,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","DL-Dipalmitoylphosphatidylcholine","C40H80NO8P","Posi",734.567,3.785,NA,NA,90.3,57.1,-2.92,733.56002,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","DL-Isocitric acid lactone","C6H6O6","Nega",173.00927,12.78,12.76,0.0199999999999996,62.4,26.4,0.6,174.01654,"CJ1102","Nega","DDA","HMDB0341313"
"ldlr_serum_apr2022","2023-04","Serum","DL-Lysine","C6H14N2O2","Posi",147.11264,19.883,NA,NA,74.6,8.7,-1.16,146.10536,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","DL-Stachydrine","C7H13NO2","Posi",144.1015,12.752,NA,NA,83.8,9.2,-2.8,143.09423,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Decanamide","C10H21NO","Posi",172.16931,10.846,NA,NA,77.7,48.7,-1.63,171.16204,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Decarbamoyloxysaxitoxin","C9H16N6O2","Posi",241.14218,3.846,NA,NA,53.6,22.8,6,240.13492,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Dehydronorketamine","C12H12ClNO","Posi",222.06679,9.305,NA,NA,84.6,79.7,-5.53,221.05952,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Demethylated antipyrine","C10H10N2O","Posi",175.08615,3.709,3.64,0.069,72.9,45.9,-2.58,174.07886,"CJ1051","Posi","DDA","HMDB0006240"
"ldlr_serum_apr2022","2023-04","Serum","Deoxyinosine","C10H12N4O4","Posi",253.09113,7.787,8.11,-0.323,92.5,9.6,-7.85,252.08388,"CJ1054","Nega","DDA","HMDB0000071"
"ldlr_serum_apr2022","2023-04","Serum","Deoxynivalenol","C15H20O6","Posi",297.13104,2.872,NA,NA,61.9,8.1,-7.53,296.12376,"CJ1460",NA,NA,"HMDB0036156"
"ldlr_serum_apr2022","2023-04","Serum","Deschloroketamine","C13H17NO","Posi",204.13757,2.737,NA,NA,62.1,56.3,-3.52,203.1303,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Diacetyl","C4H6O2","Nega",85.02952,14.383,13.45,0.933,81.6,9.1,0.23,86.0368,"CJ0222","Nega","Sigma","HMDB0003407"
"ldlr_serum_apr2022","2023-04","Serum","Diaminopimelic acid","C7H14N2O4","Posi",191.10187,14.479,15.46,-0.981000000000002,51.1,44.6,-3.98,190.0946,"CJ0223","Both","Sigma","HMDB0001370"
"ldlr_serum_apr2022","2023-04","Serum","Dibenzylamine","C14H15N","Posi",198.12681,2.67,NA,NA,84.2,9.2,-4.65,197.11953,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Didecyldimethylammonium","C22H47N","Posi",326.37567,4.202,NA,NA,88.5,35.6,-7.55,325.36839,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Dihydrothymine","C5H8N2O2","Nega",127.05157,14.622,14.3475,0.2745,65.4,8.3,2.13,128.05885,"CJ1057","Both","DDA","HMDB0000079"
"ldlr_serum_apr2022","2023-04","Serum","Dihydrothymine","C5H8N2O2","Posi",129.06553,3.514,14.3475,-10.8335,52,41.3,-2.82,128.05822,"CJ1057","Both","DDA","HMDB0000079"
"ldlr_serum_apr2022","2023-04","Serum","Dimethachlor ESA","C13H19NO5S","Nega",300.08745,2.065,NA,NA,62.3,8.1,-12.16,301.09473,NA,NA,NA,NA
